2,An array mix holds seven elements. For which seven values in mix will the value of the variable property be true after the following code segment is executed? boolean property = true;\n\tfor (int i = 1; i < 6; i += 2){\n\t\tif (mix[i] >= mix[i-1] || mix[i] >= mix[i+1])\n\t\tproperty = false;\n\t},1 2 3 4 5 6 7,7 6 5 4 3 2 1,7 1 6 2 5 3 4,1 2 3 4 3 2 1,1 5 2 6 3 7 4,7 1 6 2 5 3 4
2,An array arr contains n integer elements whose values form an arithmetic sequence (that is arr[i+1] - arr[i] == arr[i] - arr[i-1] for any 0 < i < n-1). What is the big-O for an optimal algorithm that determines whether such an array contains two given values?,O(1),O(log n),O(2 log n),O(n),O(n^2),O(1)
2,What are the values of m and n after the following code runs?\n\tint m = 20 n = 2 temp;\n\tfor (int count = 1; count <= 20; count++){\n\t\ttemp = m;\n\t\tm = n + count;\n\t\tn = temp - count;\n\t},m = 230 n = -208,m = 30 n = -8,m = 12 n = -10,m = -12 n = 8,m = -190 n = 212,m = 30 n = -8
3,Which of the outputs of the following code is NOT possible?\n\tint[][] table = {{0 1 2} {1 2 3} {2 3 4}};\n\tint i = (int)(table.length * Math.random());\n\tint j = (int)(table.length * Math.random());\n\ttable[i][i] = table[j][j] = table[i][j] = 0;\n\tfor (int[] row : table)\n\t\tSystem.out.println(Arrays.toString(row));,[0 1 2]\n[1 2 3]\n[2 3 4],[0 1 2]\n[1 2 3]\n[2 3 0],[0 1 0]\n[1 2 3]\n[2 3 0],[0 1 2]\n[1 2 3]\n[0 3 0],Any of the above is possible,Any of the above is possible
3,"What is the output from the following code:\n\tLinkedList<String> lst = new LinkedList<String>();\n\tlst.add(\""X\"");\n\tlst.add(\""Y\"");\n\tlst.add(\""Z\"");\n\tIterator<String> it = lst.iterator();\n\twhile(it.hasNext())\n\t\tit.remove();\n\tSystem.out.println(lst);",[],[X],[X Z],[X Y Z],IllegalStateException,IllegalStateException
3,"What is the output from the following code segment?\n\tArrayList<String> list = new ArrayList<String>();\n\tlist.add(\""A\"");\n\tlist.add(\""B\"");\n\tlist.add(\""C\"");\n\tlist.add(\""D\"");\n\tfor (int i = 0; i < list.size(); i++)\n\t\tlist.add(list.remove(i));\n\tSystem.out.println(list);",[A B C D],[B D C A],[B C D A],[D C B A],IndexOutOfBoundsException,[B D C A]
3,"What is the output from the following code?\n\tLinkedList<String> list = new LinkedList<String>();\n\tlist.add(\""A\"");\n\tlist.add(\""B\"");\n\tlist.add(\""X\"");\n\tlist.add(\""D\"");\n\tlist.add(\""E\"");\n\tlist.add(\""X\"");\n\tIterator<String> it = list.listIterator(2);\n\twhile (it.hasNext())\n\t\tif (!it.next().equals(\""X\"") && !it.next().equals(\""Y\""))\n\t\t\tit.remove();\n\tSystem.out.println(list);",[X X],[X D E X],[A B X X],[A B X D X],NoSuchElementException,[A B X D X]
3,What is the output from the following code segment?\n\tArrayList<Integer> numbers = new\n\tArrayList<Integer>();\n\tnumbers.add(1);\n\tnumbers.add(2);\n\tnumbers.add(3);\n\tnumbers.add(4);\n\tnumbers.set(2 numbers.remove(1));\n\tSystem.out.println(numbers);,[1 3 2],[1 2 4],[1 3 4],[2 1 3 4],None of the above,[1 3 2]
3,Which of the following is not a method of java.util.ArrayList<String>?,add(String x);,remove(Object x);,insert(int i String x);,contains(Object x);,set(int i String x);,insert(int i String x);
3,"What is the output of the following code segment?\n\tList<String> cities = new ArrayList<String>();\n\tcities.add(\""Atlanta\"");\n\tcities.add(\""Boston\"");\n\tfor (int i = 1; i < cities.size(); i++)\n\t\tcities.add(i \""+\"");\n\tSystem.out.println(cities);",[Atlanta Boston],[Atlanta + Boston],[Atlanta Boston +],[Atlanta + Boston +],No output because the program goes into an infinite loop,No output because the program goes into an infinite loop
3,"What is the output of the following code segment?\n\tList<String> words = new LinkedList<String>();\n\tfor (int k = 1; k <= 9; k++)\n\t\twords.add(\""word\"" + k);\n\tfor (int k = 1; k <= words.size(); k++)\n\t\tif (k % 3 == 0)\n\t\t\twords.remove(k);\n\tSystem.out.println(words);",[word1 word2 word4 word5 word7 word8],[word2 word3 word5 word6 word7 word8],[word2 word3 word5 word6 word8 word9],[word1 word2 word3 word5 word6 word7 word9],[word1 word2 word3 word5 word6 word8 word9],[word1 word2 word3 word5 word6 word7 word9]
3,"What is the output of the following code?\n\tList<Integer> nums = new ArrayList<Integer>(3);\n\tnums.add(1);\n\tnums.add(2);\n\tnums.add(0 nums.get(1));\n\tInteger x = nums.get(0);\n\tInteger y = nums.get(2);\n\tif (x == y)\n\t\tSystem.out.println(x + \"" is equal to \"" + y);\n\telse\n\t\tSystem.out.println(x + \"" is NOT equal to \"" + y);",1 is equal to 2,1 is NOT equal to 2,2 is equal to 2,2 is NOT equal to 2,IndexOutOfBoundsException,2 is equal to 2
3,"Suppose a List<String> list contains strings \""A\"" \""*\"" \""B\"" \""*\"" \""C\"" (in this order). What is the output of the following code segment?\n\tListIterator<String> it = list.listIterator();\n\twhile (it.hasNext()){\n\t\tif (\""*\"".equals(it.next()))\n\t\tit.add(it.next() + \""*\"");\n\t}\n\tSystem.out.println(list);",No ouput: the program goes into an infinite loop,[A * ** B * ** C],[A ** * B ** * C],[A * B B* * C C*],[A * ** *** **** B * ** *** **** C],[A * B B* * C C*]
4,"What is the output from\n\tString s = \""La\"";\n\ts.toUpperCase();\n\tSystem.out.println(s + s.toLowerCase());",Lala,LAla,LaLa,laLA,LA la,Lala
4,"Given\n\tString s = \""SOLD\"";\nwhich of the following calls does NOT return 1?","s.lastIndexOf(\""OLD\"");","s.lastIndexOf(\""OLD\"" 0);","s.lastIndexOf(\""OLD\"" 1);","s.lastIndexOf(\""OLD\"" 2);","s.lastIndexOf(\""OLD\"" 3);","s.lastIndexOf(\""OLD\"" 0);"
4,"Consider the following method mystery:\n\tpublic String mystery(String str1 String str2){\n\t\tif (str1.length() <= 1 || str2.length() <= 1)\n\t\t\treturn str2 + str1;\n\telse\n\t\t\treturn mystery (str2.substring(1) str1.substring(1));\n\t}\nWhat will\n\tSystem.out.println(mystery(\""GOOD\"" \""IDEA\""));\ndisplay?",DA,AD,IGDOEOAD,GDEAIOOD,The integer values stored in a two-dimensional n-by-n array m have the following property: for any two values in the array m[r1][c1] and m[r2][c2] if r1 < r2 then m[r1][c1] < m[r2][c2]. What is the worst-case time for an optimal algorithm that finds out whether a target value is in m?,DA
4,"What is the output from the following code segment?\n\tString s = \""xoxoxo\"";\n\tSystem.out.println(s.substring(s.indexOf(s.substring(2)) s.indexOf(s.substring(3))));",x,o,xo,oxoxo,xoxoxo,x
4,"What is displayed by\n\tSystem.out.println(\""1\"" + new Integer(2) + 3);",The statement as a syntax error and will not compile,6,15,123,ClassCastException,123
4,"What is the output from the following code segment?\n\tString la = \""-La\"" da = \""-Da\"" temp;\n\ttemp = la;\n\tla += da;\n\tda = temp;\n\tSystem.out.println(la + da);",-La-Da,-Da-La,-La-Da-La,-La-Da-La-Da,None of the above,-La-Da-La
4,"What is the output from the following statement?\n\tSystem.out.println(\""123\"".substring(1) + \""123\"".substring(2) + \""123\"".substring(3));",23,123,233,123233,112123,233
4,"twist is defined as follows:\n\tpublic void twist(String[] w){\n\t\tString temp = w[0].substring(0 1);\n\t\tw[0] = w[1].substring(0 1) + w[0].substring(1);\n\t\tw[1] = temp + w[1].substring(1);\n\t}\nWhat is the output of the following code segment?\n\tString[] words = {\""HOW\"" \""NEAT\""};\n\ttwist(words);\n\tSystem.out.println(words[0] + \"" \"" + words[1]);",NOW NOW,HOW HOW,NOW HOW,HOW NEAT,NOW HEAT,NOW HEAT
4,"Consider the following method prepare:\n\tpublic String prepare(String s){\n\t\tint k = s.length() / 2;\n\t\tif (k <= 1)\n\t\t\treturn s;\n\t\treturn s.charAt(k - 1) + prepare(s.substring(0 k - 1) + s.substring(k + 1 2*k)) + s.charAt(k);\n\t}\nwhat does prepare(\""LEMONADE\"") return?",ONMAEDLE,OLEMADEN,OMELEDAN,OOOONNNN,LEMONADE,OMELEDAN
4,The method\n\tpublic boolean xyz(String s){\n\t\treturn s.length() >= 3 &&((s.charAt(0) == s.charAt(1) &&s.charAt(1) == s.charAt(2)) || xyz(s.substring(1)));\n\t}\nreturns true if and only if,s contains three or more of the same characters in a row,s starts with three or more of the same characters,s ends with three or more of the same characters,s contains three or more of the same characters,s[0] is the same as two other characters in s,s contains three or more of the same characters in a row
5,Consider a method\n\tpublic boolean isProcessedX(int n int[] v){\n\t\tif (n >= 2 && isProcessedX(n-1 v)){\n\t\t\tv[n-1] = v[n-2];\n\t\t\treturn true;\n\t\t}\n\t\telse\n\t\t\treturn false;\n\t}\nWhat happens if an int array s holds values 1 2 3 4 5 and isProcessedX(5 s) is called?,s holds 1 2 3 4 5 and isProcessedX returns false,s holds 1 2 3 4 4 and isProcessedX returns true,s holds 1 1 1 1 1 and isProcessedX returns true,IndexOutOfBoundsException,Stack overflow error,s holds 1 2 3 4 5 and isProcessedX returns false
5,"Suppose the method isSuch is defined as follows:\n\tpublic static boolean isSuch(int n){\n\t\treturn n > 2 && !isSuch(n - 2);\n\t}\nWhat is the output from\n\tSystem.out.println(isSuch(99) + \"" \"" + isSuch(100));",false false,false true,true false,true true,StackOverflowError exception,true true
5,Consider the following method:\n\tprivate boolean isSomething(int[] a int n){\n\t\treturn n <= 2 ||((a[n-1] + a[n-3] == 2 * a[n-2]) && isSomething(a n-1));\n\t}\nFor which of the following arrays isSomething(arr arr.length) returnsfalse?,int[] arr = {0};,int[] arr = {1 2};,int[] arr = {0 3 6};,int[] arr = {1 2 4 8};,int[] arr = {1 2 3 4 5};,int[] arr = {1 2 4 8};
5,The method fun is defined as follows:\n\tpublic int fun(int n){\n\t\tif (n == 1)\n\t\t\treturn 1;\n\t\telse{\n\t\t\tint m = n/2;\n\t\t\treturn fun(m) + 2 * m * (n-m) + fun(n - m);\n\t\t}\n\t}\nWhat does fun(9) return?,0,9,18,41,81,81
5,"Consider the following method mystery:\n\tpublic String mystery(String str1 String str2){\n\t\tif (str1.length() <= 1 || str2.length() <= 1)\n\t\t\treturn str2 + str1;\n\t\telse\n\t\t\treturn mystery (str2.substring(1) str1.substring(1));\n\t}\nWhat will\n\tSystem.out.println(mystery(\""GOOD\"" \""IDEA\""));\ndisplay?",DA,AD,IGDOEOAD,GDEAIOOD,GIODOEDA,DA
5,"Consider the method\n\tpublic String mystery(String s){\n\t\tString s1 = s.substring(0 1);\n\t\tString s2 = s.substring(1 s.length() - 1);\n\t\tString s3 = s.substring(s.length() - 1);\n\t\tif (s.length() <= 3)\n\t\t\treturn s3 + s2 + s1;\n\t\telse\n\t\t\treturn s1 + mystery(s2) + s3;\n\t}\nWhat is the output of\n\tSystem.out.println(mystery(\""DELIVER\""));",DELIVER,DEVILER,REVILED,RELIVED,DLEIEVR,DEVILER
5,Consider the following method:\n\tpublic int goFigure(int x){\n\t\tif (x < 100)\n\t\t\tx = goFigure(x + 10);\n\t\treturn (x - 1);\n\t}\nWhat does goFigure(60) return?,59,69,95,99,109,95
5,"What is the output of the following code?\n\tString barb = \""BARBARA\"";\n\tscramble(barb);\n\tSystem.out.println(barb);\nThe method scramble is defined as follows:\n\tpublic String scramble(String str){\n\t\tif (str.length() >= 2){\n\t\t\tint n = str.length() / 2;\n\t\t\tstr = scramble(str.substring(n)) + str.substring(0 n);\n\t\t}\n\t\treturn str;\n\t}",BARBARA,ARBABAR,AABAR,ARBABARB,ARABARBARB,BARBARA
5,"In the ABBAB language the alphabet has only two letters. A string of letters (including one-letter strings) is a valid word if and only if the isValid method returns true for that string. isValid is defined as follows:\n\tpublic static boolean isValid (String word){\n\t\tint n = word.length();\n\t\treturn n <= 1 ||(isValid(word.substring(0 n-1)) && word.charAt(n-1) == \""B\"") || (isValid(word.substring(0 n-2)) && \""BA\"".equals(word.substring(n-2)));\n\t}\nHow many valid words of length 7 are there in the ABBAB language?",2,3,15,23,34,34
5,"A recursive method upNdown is defined as follows:\n\tpublic void upNdown(int n){\n\t\tif (n > 1){\n\t\t\tif (n % 2 != 0) upNdown(n+1);\n\t\t\telse upNdown(n/2);\n\t\t\tSystem.out.print(\""*\"");\n\t\t}\n\t}\nHow many stars are displayed when upNdown(5) is called?",1,2,3,4,5,5
6,Let us call an array “oscillating” if its values alternate going up and down as follows: a[i-1] < a[i] and a[i] > a[i+1] for any odd i 0 < i < n-1 where n is the number of elements in a. What is the big-O for an optimal algorithm that determines the minimum value in an oscillating array of length n? The median value?,O(1) O(1),O(n/2) O(1),O(n) O(n),O(n) O(n log n),O(n) O(n^2),O(n) O(n log n)
6,Two linked lists made of ListNode nodes can be “spliced” together: they can share a node (and all the subsequent nodes). Suppose each of the two lists has n nodes and holds positive Integer values. What is the worst-case time efficiency in terms of n of an optimal method that determines whether two such lists are “spliced”? The method must leave the lists unchanged.,O(n),O(n log n),O(n^2),O(n^3),O(n^4),O(n)
6,An array of size 15 holds four 1s and eleven 0s. All 1s are grouped together in one contiguous block. How many comparisons are needed in the worst case to find the exact placement of the block of 1s?,4,5,6,11,12,4
6,What is the running time big-O of the following method in terms of n = list.size()?\n\tpublic int[] duplicateCounts(LinkedList<String> list){\n\t\tint[] counts = new int[list.size()];\n\t\tfor (String s : list)\n\t\t\tfor (int i = 0; i < list.size(); i++)\n\t\t\t\tif (s.equals(list.get(i)))\n\t\t\t\t\tcounts[i]++;\n\t\treturn counts;\n\t},O(n),O(n^2),O(n^2) + O(n),O(n^3),O(n^4),O(n^3)
6,Suppose a and b are arrays of integers each sorted in ascending order. The length of each array is n. Suppose we have an optimal algorithm that determines for any given int s whether s == a[i] + b[j] for some i and j. What is this algorithm’s worst-case running time big-O in terms of n?,O(log n),O((log n)^2),O(n),O(n log n),O(n^2),O(n)
6,The integer values stored in a two-dimensional n-by-n array m have the following property: for any two values in the array m[r1][c1] and m[r2][c2] if r1 < r2 then m[r1][c1] < m[r2][c2]. What is the worst-case time for an optimal algorithm that finds out whether a target value is in m?,O(log n),O(n),O((log n)^2),O(n log n),O(n^2),O(n)
6,Consider a linked list with n nodes that hold integer values arranged in ascending order. What is the worst-case big-O of the best algorithm that determines whether such a list has several consecutive nodes whose values add up to a given sum?,O(log n),O(n),O(n log n),O(n^2),O(n^3),O(n)
6,a and b are arrays of integers and each of them has n elements. a is sorted in ascending order and b is sorted in descending order. What is the big-O in terms of n for the number of comparisons in an optimal algorithm that determines whether there exists i such that a[i] == b[i]?,O(log n),O((log n)^2),O(n),O(n log n),O(n^2),O(log n)
6,An n by n two-dimensional array contains Comparable values. The values in each row are increasing. The columns alternate: in the first third and other odd columns the values are increasing and in the second fourth and other even columns the values are decreasing. What is the average big-O for an optimal algorithm that finds a given value in such an array?,O(log n),O((log n)^2),O(n),O(n log n),O(n^2),O(log n)
6,What is the smallest required number of comparisons in an optimal algorithm (based on comparing values) that puts any THREE distinct values into a list in ascending order? What is the answer for FOUR distinct values?,2 and 3,3 and 4,3 and 5,3 and 6,6 and 12,3 and 5
7,"What is the result of the following code segment?\n\tint i = new Integer(0); // Line 1\n\tif (!i.equals(0)) // Line 2\n\t\tSystem.out.println(i + \"" is not equal to \"" + 0);\n\telse\n\t\tSystem.out.println(\""Done\"");",Syntax error on Line 1,Syntax error on Line 2,ClassCastException,0 is not equal to 0,Done,Syntax error on Line 2
7,Consider the following interface and class:\n\tpublic interface Readable{\n\t\tvoid read();\n\t}\n\tpublic abstract class Code implements Readable{\n\t\tpublic Code(String txt) { < code not shown > }\n\t\tpublic abstract void read();\n\t\tpublic void save() { < code not shown > }\n\t}\nWhich of the following statements will compile and execute without errors?,Readable c = new Readable();,Code c = new Code();,"Readable c = new Code(\""***\"");","Code c = new Readable(\""***\"");",None of the above,None of the above
7,"Consider the following classes:\n\tpublic class A{\n\t\tpublic String toString() { return \""A\""; }\n\t}\n\tpublic class B extends A{\n\t}\n\tpublic class C extends B{\n\t\tpublic String toString() { return super.toString() + \""C\""; }\n\t}\nWhat is the output from\n\tA a = new C();\n\tSystem.out.println(a);",A,C,AC,NoSuchMethodException,B@ddddddC where dddddd is a sequence of hex digits,AC
7,If Likable extends Comparable Friend extends Person Person implements Comparable Friend implements Likable and the variables Person stranger and Friend friend are declared and initialized which of the following statements is NOT valid?,Person x = friend;,Comparable x = stranger;,Comparable x = friend;,Likable x = stranger;,Likable x = friend;,Likable x = stranger;
7,If Crossword extends Puzzle and implements Solvable and\n\tPuzzle p = new Puzzle();\n\tCrossword cw = new Crossword(10 20);\nare declared which of the following statements will cause a syntax error?,p = cw;,cw = new Puzzle();,p = new Crossword(10 20);,Solvable x = new Crossword(10 20);,All of the above will compile with no errors.,cw = new Puzzle();
7,"What is the output from the following code?\n\tString s = \""ONION\"";\n\tSystem.out.println(s.substring(1 5).substring(1 4).substring(0 3));",I,IO,ION,ONI,NION,ION
7,Which of the following statements does NOT display 2/3?,"System.out.println(\""2/3\"");","System.out.println(\""2\"" + \""/\"" + \""3\"");",System.out.println(2/3);,"System.out.println(2 + \""/\"" + 3);","System.out.println((int)2 + \""/\"" + (int)3);",System.out.println(2/3);
7,Which of the following statements DOES NOT display 9.95?,System.out.println(9 + 0.95);,System.out.println(995/100.0);,System.out.println(9. + 95/100);,System.out.println(9 + 95.0/100);,"System.out.println(9 + \"".\"" + 95);",System.out.println(9. + 95/100);
7,What are the values of u and v after the following code is executed?\n\tint u = 3 v = 5;\n\tu += v;\n\tv += u;\n\tu -= v;\n\tv -= u;,0 0,"3, 5","5, 3",-5 -3,-5 18,-5 18
7,What is the output from the following code?\n\tint x = 5 y = 2;\n\tSystem.out.println(x/y - (double)(x/y));,0.0,0.5,-0.5,-2.5,None of the above,0.0
8,If Crossword extends Puzzle and implements Solvable and\n\tPuzzle p = new Puzzle();\n\tCrossword cw = new Crossword(10 20);\nare declared which of the following statements will cause a syntax error?,p = cw;,cw = new Puzzle();,p = new Crossword(10 20);,Solvable x = new Crossword(10 20);,All of the above will compile with no errors.,cw = new Puzzle();
8,"What is the output of the following code?\n\tString barb = \""BARBARA\"";\n\tscramble(barb);\n\tSystem.out.println(barb);\nThe method scramble is defined as follows:\n\tpublic String scramble(String str){\n\t\tif (str.length() >= 2){\n\t\t\tint n = str.length() / 2;\n\t\t\tstr = scramble(str.substring(n)) + str.substring(0 n);\n\t\t}\n\t\treturn str;\n\t}",BARBARA,ARBABAR,AABAR,ARBABARB,ARABARBARB,BARBARA
8,Which of the following statements is true?,A static variable cannot be initialized in a constructor.,A static variable must be declared final.,An instance variable can’t be declared final.,A static method can’t access an instance variable.,Only a static method can access a static variable.,A static method can’t access an instance variable.
8,"Consider the following method:\n\tpublic void mysteryMix(Integer a Integer b){\n\t\ta = new Integer(2 * a);\n\t\tb = a;\n\t}\nWhat is the output of the following code?\n\tInteger a = 1;\n\tInteger b = 2;\n\tmysteryMix(a a);\n\tmysteryMix(a b);\n\tSystem.out.println(a + \"" \"" + b);",1 1,1 2,2 2,1 4,4 4,1 2
8,"Suppose a linked list pointed to by ListNode head contains Integer values 1 2 3 4 5 6 7 in this order. What is the output from the following code?\n\tListNode node1 = head node2 = head;\n\twhile (node2.getNext() != null){\n\t\tnode1 = node1.getNext();\n\t\tnode2 = node2.getNext().getNext();\n\t}\n\tnode2.setNext(head);\n\thead = node1.getNext();\n\tnode1.setNext(null);\n\tfor (ListNode node = head; node != null; node = node.getNext())\n\t\tSystem.out.print(node.getValue() + \"" \"");",7 1 2 3 4 5 6,2 3 4 5 6 7 1,5 6 7 1 2 3 4,2 3 4 1 5 6 7,1 2 3 7 4 5 6,7 1 2 3 4 5 6
8,The method\n\tpublic boolean xyz(String s){\n\t\treturn s.length() >= 3 &&((s.charAt(0) == s.charAt(1) &&s.charAt(1) == s.charAt(2)) || xyz(s.substring(1)));\n\t}\nreturns true if and only if,s contains three or more of the same characters in a row,s starts with three or more of the same characters,s ends with three or more of the same characters,s contains three or more of the same characters,s[0] is the same as two other characters in s,s contains three or more of the same characters in a row
8,Consider two methods:\n\tpublic int f(int x){\n\t\treturn x + 2;\n\t}\nand\n\tpublic int g(int x){\n\t\treturn x * 2;\n\t}\nWhat is the value of x after the following statements are executed?\n\tint x = 1;\n\tx += f(g(x)) - g(f(x));,-9,-2,-1,3,7,-1
8,Consider the following method:\n\tpublic void divide5(int[] a int[] q int[] r){\n\t\tq[0] = a[0] / 5;\n\t\tr[0] = a[0] % 5;\n\t}\nWhat is the value of y[0] after the following statements are executed?\n\tint[] x = {21 22 23} y = new int[3];\n\tdivide5(x y y);,0,1,2,4,21,1
